SENTIDO,LATITUD,LONGITUD,anio,mes,dia,hr,greater_mean
Ingreso,-34.588796,-58.38152,2020,9,6,21,False
Interna,-34.633299,-58.468594,2020,12,24,5,False
Egreso,-34.579632,-58.427733,2021,5,27,9,False
Interna,-34.633299,-58.468594,2021,6,11,4,False
Egreso,-34.579632000000004,-58.427733,2020,5,13,16,False
Interna,-34.588796,-58.38152,2022,1,4,20,False
Interna,-34.60855,-58.372951,2021,9,20,15,True
Ingreso,-34.633299,-58.468594,2020,8,10,7,True
Ingreso,-34.588796,-58.38152,2021,3,21,18,True
Ingreso,-34.588796,-58.38152,2020,4,16,6,False
Egreso,-34.633299,-58.468594,2020,6,24,3,False
Interna,-34.60855,-58.372951,2021,5,16,6,False
Egreso,-34.588796,-58.38152,2022,2,27,16,True
Interna,-34.60855,-58.372951,2022,1,4,21,False
Interna,-34.53698,-58.470968,2020,9,16,16,False
Interna,-34.579632,-58.427733,2022,2,21,16,False
Interna,-34.60855,-58.372951,2022,1,24,5,False
Interna,,,2021,5,13,7,False
Egreso,-34.633299,-58.468594,2022,1,6,4,False
Ingreso,-34.633299,-58.468594,2022,2,9,7,True
Ingreso,-34.588796,-58.38152,2021,5,2,23,False
Egreso,-34.579632,-58.427733,2021,5,4,8,False
Egreso,-34.633299,-58.468594,2021,8,20,5,False
Interna,-34.579632,-58.427733,2021,6,21,13,True
Interna,-34.588796,-58.38152,2021,11,21,19,True
Egreso,-34.588796,-58.38152,2020,11,26,11,True
Ingreso,-34.633299,-58.468594,2020,5,31,13,False
Interna,-34.579632,-58.427733,2020,7,30,16,False
Egreso,-34.633299,-58.468594,2020,12,28,18,True
Interna,-34.618036,-58.410236,2021,10,1,10,True
Ingreso,-34.588796,-58.38152,2020,6,19,23,False
Interna,-34.579632,-58.427733,2021,9,20,2,False
Ingreso,-34.633299,-58.468594,2021,3,19,17,True
Interna,-34.60855,-58.372951,2021,7,8,9,False
Ingreso,-34.633299,-58.468594,2020,7,7,17,True
Ingreso,-34.588796,-58.38152,2021,1,8,6,False
Interna,-34.618036,-58.410236,2021,10,5,4,False
Egreso,-34.588796,-58.38152,2020,6,30,15,True
Interna,-34.579632,-58.427733,2021,4,26,20,True
Interna,-34.618036,-58.410236,2021,12,13,1,False
Egreso,-34.588796,-58.38152,2021,12,2,6,False
Interna,-34.618036,-58.410236,2021,12,8,20,True
Interna,-34.618036,-58.410236,2020,3,25,7,False
Egreso,-34.588796,-58.38152,2021,4,20,5,False
Egreso,-34.588796,-58.38152,2021,9,8,15,True
Interna,-34.60855,-58.372951,2022,2,15,1,False
Ingreso,-34.588796,-58.38152,2021,2,19,21,False
Egreso,-34.633299,-58.468594,2021,12,2,3,False
Interna,-34.579632,-58.427733,2021,12,16,10,True
Ingreso,-34.633299,-58.468594,2021,4,27,6,True
Ingreso,-34.588796,-58.38152,2020,3,13,7,True
Interna,-34.588796,-58.38152,2021,8,10,4,False
Interna,-34.588796,-58.38152,2021,6,25,4,False
Interna,-34.579632,-58.427733,2022,2,1,7,False
Interna,-34.53698,-58.470968,2022,1,3,11,True
Interna,-34.588796,-58.38152,2020,7,26,17,False
Interna,-34.588796,-58.38152,2020,12,13,3,False
Interna,-34.633299,-58.468594,2021,3,19,13,False
Ingreso,-34.633299,-58.468594,2021,11,1,18,True
Ingreso,-34.588796,-58.38152,2021,12,8,14,True
Interna,-34.53698,-58.470968,2020,7,9,22,False
Interna,-34.618036,-58.410236,2022,2,9,8,False
Ingreso,-34.633299,-58.468594,2021,7,12,8,True
Interna,,,2021,12,26,17,False
Interna,-34.53698,-58.470968,2020,11,1,20,True
Ingreso,-34.588796,-58.38152,2021,6,6,3,False
Egreso,-34.633299,-58.468594,2020,3,27,9,False
Egreso,-34.588796,-58.38152,2021,4,2,7,False
Interna,-34.588796,-58.38152,2021,1,7,3,False
Egreso,-34.588796,-58.38152,2021,5,25,6,False
Interna,-34.579632,-58.427733,2020,11,22,13,True
Egreso,-34.633299,-58.468594,2021,3,20,14,True
Ingreso,-34.588796,-58.38152,2020,12,31,8,False
Interna,-34.53698,-58.470968,2021,3,19,12,True
Egreso,-34.588796,-58.38152,2021,9,24,10,True
Interna,-34.588796,-58.38152,2021,12,29,19,False
Interna,-34.588796,-58.38152,2022,2,25,3,False
Egreso,-34.633299,-58.468594,2020,8,1,0,False
Ingreso,-34.588796,-58.38152,2021,7,2,0,False
Interna,-34.633299,-58.468594,2020,8,24,17,False
Egreso,-34.633299,-58.468594,2020,12,4,4,False
Ingreso,-34.588796,-58.38152,2020,10,2,13,True
Egreso,-34.588796,-58.38152,2022,3,6,3,False
Interna,-34.579632,-58.427733,2021,5,16,14,True
Interna,-34.633299,-58.468594,2020,11,26,12,False
Ingreso,-34.588796,-58.38152,2021,4,22,10,True
Ingreso,-34.588796,-58.38152,2021,2,25,11,True
Interna,-34.579632,-58.427733,2020,12,19,13,True
Egreso,-34.588796,-58.38152,2021,6,15,18,True
Interna,-34.618036,-58.410236,2021,6,20,5,False
Ingreso,-34.588796,-58.38152,2022,2,23,8,True
Ingreso,-34.633299,-58.468594,2020,5,15,9,True
Ingreso,-34.633299,-58.468594,2020,12,27,10,False
Interna,-34.53698,-58.470968,2020,10,25,20,True
Interna,-34.633299,-58.468594,2021,3,22,10,False
Ingreso,-34.588796,-58.38152,2021,5,9,1,False
Egreso,-34.633299,-58.468594,2021,6,8,10,True
Interna,-34.53698,-58.470968,2021,12,10,6,False
Interna,-34.588796,-58.38152,2021,3,13,15,True
Ingreso,-34.588796,-58.38152,2021,3,5,18,True
Interna,-34.588796,-58.38152,2021,2,18,1,False
Interna,-34.618036,-58.410236,2020,3,8,21,False
Interna,-34.53698,-58.470968,2020,8,7,15,True
Interna,-34.633299,-58.468594,2020,7,1,7,False
Interna,-34.579632,-58.427733,2021,5,22,8,True
Egreso,-34.579632,-58.427733,2021,11,2,22,False
Interna,,,2021,6,4,21,False
Ingreso,-34.633299,-58.468594,2021,6,22,23,False
Interna,-34.60855,-58.372951,2020,5,24,12,False
Interna,-34.588796,-58.38152,2021,4,26,16,True
Interna,-34.633299,-58.468594,2021,12,4,5,False
Egreso,-34.579632,-58.427733,2020,7,11,10,False
Egreso,-34.633299,-58.468594,2021,2,12,7,True
Interna,-34.579632,-58.427733,2021,10,14,5,False
Interna,,,2021,5,22,22,False
Interna,-34.60855,-58.372951,2020,6,29,6,False
Interna,-34.633299,-58.468594,2021,9,17,4,False
Interna,-34.579632,-58.427733,2021,6,9,5,False
Interna,-34.53698,-58.470968000000006,2020,6,19,12,True
Ingreso,-34.633299,-58.468594,2021,5,2,10,False
Interna,-34.579632,-58.427733,2020,12,8,18,True
Interna,-34.633299,-58.468594,2020,6,10,15,False
Interna,-34.579632000000004,-58.427733,2020,3,14,5,True
Ingreso,-34.633299,-58.468594,2020,8,8,9,False
Interna,-34.53698,-58.470968,2021,5,30,1,False
Interna,-34.633299,-58.468594,2021,3,18,15,False
Interna,-34.618036,-58.410236,2021,1,28,21,True
Egreso,-34.579632,-58.427733,2020,12,31,8,False
Egreso,-34.588796,-58.38152,2020,7,8,3,False
Interna,-34.579632000000004,-58.427733,2020,3,11,5,False
Interna,-34.60855,-58.372951,2021,1,15,7,True
Interna,-34.618036,-58.410236,2020,8,21,21,True
Egreso,-34.588796,-58.38152,2020,11,11,3,False
Interna,-34.633299,-58.468594,2020,7,24,22,False
Egreso,-34.633299,-58.468594,2021,11,5,12,True
Ingreso,-34.588796,-58.38152,2020,12,11,10,True
Ingreso,-34.588796,-58.38152,2020,8,25,3,False
Interna,-34.60855,-58.372951,2020,6,9,10,True
Interna,-34.579632,-58.427733,2020,7,2,0,False
Egreso,-34.633299,-58.468594,2020,10,17,17,True
Egreso,-34.588796,-58.38152,2020,9,22,21,False
Egreso,-34.633299,-58.468594,2020,5,2,14,True
Ingreso,-34.588796,-58.38152,2020,3,15,5,False
Ingreso,-34.633299,-58.468594,2020,4,12,15,False
Egreso,-34.579632,-58.427733,2021,10,3,3,False
Ingreso,-34.588796,-58.38152,2021,10,10,6,False
Interna,-34.60855,-58.372951,2021,11,4,7,True
Ingreso,-34.588796,-58.38152,2021,7,26,4,False
Interna,-34.579632000000004,-58.427733,2020,5,28,8,True
Interna,-34.618036,-58.410236,2020,3,20,6,False
Egreso,-34.633299,-58.468594,2020,3,25,6,False
Ingreso,-34.588796,-58.38152,2020,8,12,16,False
Interna,-34.53698,-58.470968,2022,2,22,4,False
Interna,-34.60855,-58.372951,2022,2,28,13,False
Interna,-34.633299,-58.468594,2021,4,30,20,False
Interna,-34.60855,-58.372951,2021,7,5,15,False
Ingreso,-34.633299,-58.468594,2021,10,6,19,True
Egreso,-34.633299,-58.468594,2021,1,21,9,True
Interna,,,2021,5,9,19,False
Ingreso,-34.633299,-58.468594,2020,4,12,12,False
Ingreso,-34.588796,-58.38152,2020,4,22,14,True
Interna,-34.53698,-58.470968,2020,12,20,4,False
Interna,-34.60855,-58.372951,2020,12,29,4,False
Egreso,-34.588796,-58.38152,2020,5,9,14,False
Interna,-34.53698,-58.470968,2021,3,28,0,False
Interna,-34.618036,-58.410236,2020,6,30,12,True
Egreso,-34.588796,-58.38152,2021,2,23,10,True
Egreso,-34.633299,-58.468594,2020,8,19,20,False
Egreso,-34.633299,-58.468594,2021,1,26,19,True
Interna,-34.53698,-58.470968,2020,8,20,8,False
Interna,-34.60855,-58.372951,2021,1,20,4,False
Egreso,-34.579632,-58.427733,2020,11,7,13,False
Interna,-34.633299,-58.468594,2022,1,11,3,False
Ingreso,-34.588796,-58.38152,2020,7,14,4,False
Interna,-34.60855,-58.372951,2020,4,25,11,True
Interna,-34.579632,-58.427733,2020,11,12,11,True
Interna,-34.633299,-58.468594,2021,2,19,3,False
Interna,-34.60855,-58.372951,2021,11,13,8,False
Interna,-34.579632,-58.427733,2022,3,11,3,False
Ingreso,-34.588796,-58.38152,2021,3,29,11,True
Egreso,-34.633299,-58.468594,2022,3,1,11,True
Ingreso,-34.633299,-58.468594,2020,10,12,7,False
Interna,-34.633299,-58.468594,2020,10,24,22,False
Egreso,-34.579632,-58.427733,2021,3,31,11,False
Interna,-34.588796,-58.38152,2021,12,22,0,False
Interna,-34.588796,-58.38152,2020,12,23,14,True
Interna,-34.53698,-58.470968,2021,12,23,14,True
Egreso,-34.579632,-58.427733,2021,8,16,5,False
Ingreso,-34.633299,-58.468594,2020,11,14,23,False
Ingreso,-34.588796,-58.38152,2021,12,9,14,True
Interna,-34.588796,-58.38152,2021,6,17,15,True
Interna,-34.633299,-58.468594,2021,5,19,1,False
Interna,-34.618036,-58.410236,2020,8,28,13,True
Interna,-34.588796,-58.38152,2020,10,31,2,False
Interna,-34.53698,-58.470968,2021,6,6,13,False
Ingreso,-34.633299,-58.468594,2022,1,6,17,True
Interna,-34.53698,-58.470968,2021,1,12,18,True
Ingreso,-34.588796,-58.38152,2021,6,19,5,False
Egreso,-34.579632,-58.427733,2020,8,18,12,False
Egreso,-34.579632000000004,-58.427733,2020,3,12,17,False
Egreso,-34.579632,-58.427733,2022,1,30,11,False
Egreso,-34.579632,-58.427733,2021,9,12,6,False
Egreso,-34.588796,-58.38152,2021,9,1,17,True
Interna,-34.60855,-58.372951,2020,3,2,1,False
Interna,-34.53698,-58.470968,2021,6,23,0,False
Egreso,-34.633299,-58.468594,2020,5,16,11,True
Interna,-34.53698,-58.470968,2021,12,12,13,True
Interna,-34.618036,-58.410236,2020,8,4,17,True
Interna,-34.618036,-58.410236,2021,10,27,10,True
Egreso,-34.633299,-58.468594,2022,1,28,17,True
Egreso,-34.588796,-58.38152,2021,5,4,14,True
Ingreso,-34.588796,-58.38152,2021,10,20,18,True
Egreso,-34.579632,-58.427733,2021,9,18,7,False
Ingreso,-34.588796,-58.38152,2021,11,26,13,True
Interna,,,2021,12,9,19,False
Ingreso,-34.588796,-58.38152,2021,12,27,17,True
Interna,-34.53698,-58.470968,2020,11,7,15,False
Egreso,-34.579632,-58.427733,2021,1,27,23,False
Interna,-34.60855,-58.372951,2021,12,17,10,False
Interna,-34.60855,-58.372951,2021,12,15,4,False
Interna,-34.60855,-58.372951,2021,2,9,5,False
Interna,-34.60855,-58.372951,2021,2,5,22,False
Interna,-34.53698,-58.470968,2020,8,4,4,False
Interna,-34.60855,-58.372951,2021,5,22,0,False
Interna,-34.588796,-58.38152,2020,3,8,18,False
Interna,-34.60855,-58.372951,2021,6,13,18,True
Egreso,-34.633299,-58.468594,2020,12,9,14,True
Interna,,,2021,10,28,10,False
Egreso,-34.588796,-58.38152,2020,12,16,11,True
Interna,-34.579632000000004,-58.427733,2020,4,20,8,True
Interna,-34.60855,-58.372951,2021,4,1,8,True
Interna,-34.633299,-58.468594,2020,5,14,14,False
Ingreso,-34.588796,-58.38152,2022,2,8,15,True
Interna,-34.618036,-58.410236,2021,11,24,14,True
Ingreso,-34.633299,-58.468594,2021,6,22,18,True
Interna,-34.53698,-58.470968000000006,2020,4,22,18,True
Ingreso,-34.633299,-58.468594,2021,11,14,8,False
Ingreso,-34.633299,-58.468594,2021,3,7,0,False
Interna,-34.53698,-58.470968,2020,10,10,8,False
Interna,-34.618036,-58.410236,2020,12,21,8,True
Interna,,,2021,12,6,8,False
Ingreso,-34.588796,-58.38152,2020,7,16,5,False
Egreso,-34.588796,-58.38152,2021,8,13,20,True
Egreso,-34.633299,-58.468594,2020,5,1,8,False
Interna,-34.588796,-58.38152,2020,12,16,7,True
Interna,-34.618036,-58.410236,2020,5,15,18,True
Egreso,-34.579632,-58.427733,2021,4,13,14,False
Ingreso,-34.588796,-58.38152,2021,2,8,5,False
Egreso,-34.588796,-58.38152,2021,2,24,8,True
Interna,-34.60855,-58.372951,2021,7,30,17,True
Interna,-34.633299,-58.468594,2021,6,25,5,False
Interna,-34.60855,-58.372951,2021,3,28,16,True
Interna,-34.60855,-58.372951,2021,8,27,20,False
Egreso,-34.633299,-58.468594,2021,9,10,19,True
Egreso,-34.588796,-58.38152,2021,8,2,17,True
Interna,-34.53698,-58.470968000000006,2020,4,12,0,False
Interna,-34.588796,-58.38152,2020,6,30,5,False
Egreso,-34.633299,-58.468594,2021,11,20,18,True
Interna,-34.579632,-58.427733,2021,2,18,4,False
Ingreso,-34.633299,-58.468594,2021,11,1,1,False
Interna,-34.618036,-58.410236,2021,10,5,7,True
Interna,-34.60855,-58.372951,2021,8,30,1,False
Interna,-34.53698,-58.470968,2021,1,24,0,False
Egreso,-34.588796,-58.38152,2021,1,27,14,True
Interna,-34.618036,-58.410236,2021,7,29,22,False
Interna,-34.579632000000004,-58.427733,2020,4,22,13,False
Interna,-34.53698,-58.470968,2020,12,7,9,False
Egreso,-34.633299,-58.468594,2020,9,23,8,True
Egreso,-34.588796,-58.38152,2020,4,15,10,True
Interna,-34.588796,-58.38152,2020,12,20,19,True
Interna,-34.60855,-58.372951,2021,1,6,17,True
Ingreso,-34.588796,-58.38152,2021,11,13,2,False
Interna,-34.60855,-58.372951,2021,8,26,0,False
Ingreso,-34.633299,-58.468594,2020,9,6,11,False
Egreso,-34.588796,-58.38152,2020,10,28,14,True
Interna,-34.633299,-58.468594,2020,5,25,20,False
Egreso,-34.588796,-58.38152,2020,6,17,21,False
Interna,-34.588796,-58.38152,2021,10,1,5,False
Interna,-34.53698,-58.470968,2021,1,16,5,False
Egreso,-34.588796,-58.38152,2021,3,27,13,True
Egreso,-34.633299,-58.468594,2021,3,23,23,False
Interna,-34.60855,-58.372951,2021,5,28,3,False
Interna,-34.588796,-58.38152,2020,10,16,7,True
Egreso,-34.633299,-58.468594,2021,3,28,3,False
Interna,-34.618036,-58.410236,2021,9,17,16,True
Egreso,-34.633299,-58.468594,2020,4,15,11,True
Interna,-34.618036,-58.410236,2021,3,13,21,True
Ingreso,-34.588796,-58.38152,2021,4,4,22,False
Interna,-34.579632,-58.427733,2020,10,16,13,True
Egreso,-34.588796,-58.38152,2020,12,6,14,False
Egreso,-34.588796,-58.38152,2021,5,8,6,False
Egreso,-34.633299,-58.468594,2020,6,30,4,False
Ingreso,-34.633299,-58.468594,2021,8,27,15,True
Egreso,-34.579632,-58.427733,2021,4,24,22,False
Ingreso,-34.633299,-58.468594,2020,3,13,16,True
Ingreso,-34.633299,-58.468594,2021,10,3,4,False
Egreso,-34.579632,-58.427733,2020,10,27,15,False
Ingreso,-34.633299,-58.468594,2020,6,15,3,False
Egreso,-34.633299,-58.468594,2021,7,25,9,False
Interna,-34.588796,-58.38152,2021,12,13,19,True
Interna,-34.60855,-58.372951,2020,11,6,0,False
Interna,-34.579632,-58.427733,2021,6,7,12,True
Interna,-34.579632,-58.427733,2021,11,21,3,False
Egreso,-34.588796,-58.38152,2021,7,23,10,True
Ingreso,-34.588796,-58.38152,2020,11,2,0,False
Ingreso,-34.588796,-58.38152,2020,8,27,12,True
Interna,-34.588796,-58.38152,2020,10,7,18,True
Ingreso,-34.588796,-58.38152,2020,9,22,18,False
Ingreso,-34.588796,-58.38152,2020,11,13,15,True
Interna,-34.60855,-58.372951,2022,2,15,10,False
Interna,-34.588796,-58.38152,2020,3,29,2,False
Interna,-34.53698,-58.470968000000006,2020,3,13,12,True
Egreso,-34.579632,-58.427733,2020,7,26,12,False
Interna,-34.579632,-58.427733,2021,2,5,8,True
Egreso,-34.633299,-58.468594,2021,3,28,9,False
Interna,-34.53698,-58.470968000000006,2020,6,26,5,False
Interna,-34.60855,-58.372951,2021,3,14,8,False
Interna,,,2021,12,13,22,False
Egreso,-34.633299,-58.468594,2021,8,11,14,True
Interna,-34.53698,-58.470968,2020,8,24,10,False
Egreso,-34.588796,-58.38152,2021,11,23,10,True
Egreso,-34.588796,-58.38152,2020,6,5,1,False
Interna,-34.579632000000004,-58.427733,2020,3,3,18,True
Interna,-34.588796,-58.38152,2021,7,2,19,False
Egreso,-34.588796,-58.38152,2021,1,25,0,False
Interna,-34.588796,-58.38152,2021,6,21,6,False
Interna,-34.579632,-58.427733,2021,10,24,22,True
Ingreso,-34.633299,-58.468594,2021,8,31,17,True
Interna,-34.53698,-58.470968000000006,2020,3,24,16,False
Interna,-34.588796,-58.38152,2020,5,9,10,False
Interna,-34.579632,-58.427733,2022,1,5,11,True
Egreso,-34.633299,-58.468594,2021,12,19,10,True
Ingreso,-34.588796,-58.38152,2020,4,12,8,False
Egreso,-34.588796,-58.38152,2022,1,9,12,True
Interna,-34.60855,-58.372951,2020,8,2,20,False
Egreso,-34.588796,-58.38152,2021,6,25,11,True
Interna,-34.618036,-58.410236,2022,1,5,4,False
Interna,-34.588796,-58.38152,2021,9,19,18,True
Interna,-34.579632000000004,-58.427733,2020,5,7,8,True
Interna,-34.618036,-58.410236,2021,11,19,12,True
Interna,-34.588796,-58.38152,2020,6,30,0,False
Egreso,-34.633299,-58.468594,2021,5,7,18,True
Ingreso,-34.633299,-58.468594,2020,12,26,22,True
Egreso,-34.633299,-58.468594,2021,8,31,6,False
Interna,-34.60855,-58.372951,2020,11,4,17,True
Interna,-34.53698,-58.470968,2021,2,12,20,True
Egreso,-34.633299,-58.468594,2021,11,16,15,True
Egreso,-34.588796,-58.38152,2021,2,28,6,False
Interna,-34.579632,-58.427733,2021,11,1,2,False
Interna,-34.53698,-58.470968,2021,4,27,10,True
Interna,-34.588796,-58.38152,2020,11,8,22,False
Interna,-34.588796,-58.38152,2021,8,17,3,False
Egreso,-34.633299,-58.468594,2021,8,18,6,True
Ingreso,-34.633299,-58.468594,2020,3,29,11,False
Egreso,-34.579632,-58.427733,2021,8,20,11,False
Egreso,-34.588796,-58.38152,2021,11,8,11,True
Ingreso,-34.633299,-58.468594,2022,2,2,10,True
Interna,-34.588796,-58.38152,2020,12,15,11,True
Interna,-34.618036,-58.410236,2020,11,17,10,True
Ingreso,-34.588796,-58.38152,2021,5,27,3,False
Interna,-34.633299,-58.468594,2021,5,12,20,False
Interna,-34.579632,-58.427733,2021,12,24,18,False
Interna,-34.633299,-58.468594,2020,10,4,16,False
Ingreso,-34.588796,-58.38152,2021,12,22,0,False
Interna,-34.579632,-58.427733,2020,12,25,22,True
Egreso,-34.633299,-58.468594,2021,3,15,8,True
Interna,-34.618036,-58.410236,2021,9,4,13,False
Interna,-34.60855,-58.372951,2021,2,10,12,True
Interna,-34.579632,-58.427733,2020,11,15,20,True
Interna,-34.60855,-58.372951,2022,1,28,21,False
Interna,-34.633299,-58.468594,2021,4,17,16,False
Interna,-34.588796,-58.38152,2021,4,15,20,True
Interna,-34.588796,-58.38152,2020,6,18,19,True
Ingreso,-34.633299,-58.468594,2021,4,20,15,True
Interna,-34.60855,-58.372951,2022,2,2,8,False
Interna,-34.579632,-58.427733,2021,6,24,23,True
Interna,-34.618036,-58.410236,2020,4,6,9,False
Ingreso,-34.633299,-58.468594,2021,3,15,4,False
Interna,-34.588796,-58.38152,2021,1,1,17,False
Interna,,,2021,10,21,19,False
Interna,-34.60855,-58.372951,2021,4,11,22,False
Ingreso,-34.588796,-58.38152,2020,5,2,10,False
Ingreso,-34.588796,-58.38152,2021,2,24,9,True
Interna,-34.618036,-58.410236,2021,9,28,8,True
Interna,-34.579632,-58.427733,2022,1,9,0,False
Interna,-34.588796,-58.38152,2020,8,22,5,False
Interna,-34.60855,-58.372951,2020,5,20,0,False
Egreso,-34.633299,-58.468594,2020,6,25,1,False
Interna,-34.60855,-58.372951,2020,8,3,23,False
Interna,-34.53698,-58.470968,2021,5,30,18,False
Interna,-34.633299,-58.468594,2020,10,31,15,False
Ingreso,-34.588796,-58.38152,2021,12,5,10,False
Interna,-34.618036,-58.410236,2020,12,23,13,True
Egreso,-34.588796,-58.38152,2021,12,9,1,False
Interna,-34.60855,-58.372951,2020,4,9,11,False
Egreso,-34.579632,-58.427733,2020,11,5,22,False
Interna,-34.579632000000004,-58.427733,2020,6,7,8,False
Interna,-34.60855,-58.372951,2020,10,23,9,True
Ingreso,-34.633299,-58.468594,2022,1,22,22,False
Interna,-34.60855,-58.372951,2020,10,23,23,False
Egreso,-34.633299,-58.468594,2020,11,14,19,True
Egreso,-34.588796,-58.38152,2020,8,7,16,True
Interna,-34.579632,-58.427733,2021,2,5,18,True
Interna,-34.588796,-58.38152,2020,6,7,0,False
Interna,-34.588796,-58.38152,2022,3,5,4,False
Interna,-34.53698,-58.470968,2021,6,29,5,False
Ingreso,-34.633299,-58.468594,2021,11,19,17,True
Interna,-34.588796,-58.38152,2021,6,14,23,False
Interna,-34.60855,-58.372951,2021,11,17,22,False
Ingreso,-34.633299,-58.468594,2020,6,11,7,True
Egreso,-34.588796,-58.38152,2020,11,10,12,True
Egreso,-34.579632,-58.427733,2022,1,6,16,False
Interna,-34.53698,-58.470968,2021,6,1,20,False
Ingreso,-34.588796,-58.38152,2020,4,20,1,False
Egreso,-34.633299,-58.468594,2021,4,12,17,True
Egreso,-34.588796,-58.38152,2022,2,25,14,True
Ingreso,-34.633299,-58.468594,2021,9,10,3,False
Interna,-34.618036,-58.410236,2020,7,24,7,True
Interna,-34.633299,-58.468594,2020,7,31,10,False
Interna,-34.618036,-58.410236,2020,11,13,7,True
Interna,-34.60855,-58.372951,2020,3,4,21,True
Ingreso,-34.588796,-58.38152,2021,3,29,8,True
Interna,-34.618036,-58.410236,2021,2,4,17,True
Interna,-34.618036,-58.410236,2021,12,27,18,True
Interna,-34.579632,-58.427733,2020,8,19,13,True
Interna,-34.53698,-58.470968,2021,10,9,22,True
Egreso,-34.633299,-58.468594,2021,8,24,14,True
Interna,-34.53698,-58.470968,2021,2,23,19,True
Interna,-34.618036,-58.410236,2021,2,9,9,True
Interna,-34.60855,-58.372951,2020,7,17,10,True
Ingreso,-34.588796,-58.38152,2021,3,9,15,True
Interna,-34.588796,-58.38152,2021,5,30,20,False
Interna,-34.60855,-58.372951,2022,3,11,11,False
Interna,-34.60855,-58.372951,2020,8,15,4,False
Egreso,-34.579632,-58.427733,2022,2,3,8,False
Egreso,-34.633299,-58.468594,2021,3,24,21,False
Interna,-34.633299,-58.468594,2020,12,14,3,False
Egreso,-34.588796,-58.38152,2020,11,20,16,True
Interna,-34.579632,-58.427733,2021,12,3,4,False
Ingreso,-34.633299,-58.468594,2021,4,10,2,False
Interna,-34.60855,-58.372951,2020,6,4,1,False
Ingreso,-34.633299,-58.468594,2021,3,27,6,False
Interna,-34.60855,-58.372951,2020,10,31,16,True
Interna,-34.618036,-58.410236,2020,10,1,20,True
Interna,-34.53698,-58.470968000000006,2020,5,31,2,False
Egreso,-34.579632,-58.427733,2022,1,19,18,False
Egreso,-34.633299,-58.468594,2020,8,26,20,False
Interna,-34.60855,-58.372951,2021,6,11,8,True
Egreso,-34.588796,-58.38152,2021,5,2,2,False
Interna,-34.53698,-58.470968000000006,2020,4,29,21,False
Interna,-34.618036,-58.410236,2020,12,28,23,False
Interna,-34.618036,-58.410236,2021,10,2,23,False
Interna,-34.579632,-58.427733,2021,12,18,17,False
Interna,-34.53698,-58.470968,2020,7,18,23,False
Egreso,-34.633299,-58.468594,2021,8,20,4,False
Interna,-34.588796,-58.38152,2021,1,28,4,False
Interna,-34.53698,-58.470968,2021,5,1,22,False
Ingreso,-34.633299,-58.468594,2020,4,22,3,False
Interna,-34.579632,-58.427733,2022,1,15,6,False
Ingreso,-34.633299,-58.468594,2020,12,19,9,True
Egreso,-34.579632000000004,-58.427733,2020,4,12,22,False
Interna,-34.579632,-58.427733,2021,5,9,19,True
Interna,-34.579632,-58.427733,2021,12,20,5,False
Ingreso,-34.588796,-58.38152,2020,4,18,8,False
Egreso,-34.633299,-58.468594,2020,12,11,2,False
Ingreso,-34.633299,-58.468594,2020,9,16,10,True
Interna,-34.618036,-58.410236,2020,5,10,0,False
Interna,-34.60855,-58.372951,2021,2,5,18,True
Interna,,,2022,1,24,11,False
Interna,,,2021,12,18,3,False
Ingreso,-34.588796,-58.38152,2021,9,7,13,True
Interna,-34.60855,-58.372951,2021,10,10,18,True
Interna,-34.588796,-58.38152,2020,8,6,4,False
Egreso,-34.633299,-58.468594,2020,4,5,18,False
Ingreso,-34.588796,-58.38152,2021,2,6,13,False
Egreso,-34.633299,-58.468594,2020,5,3,15,False
Interna,-34.618036,-58.410236,2020,7,11,0,False
Ingreso,-34.633299,-58.468594,2020,3,14,16,True
Interna,-34.633299,-58.468594,2020,6,29,0,False
Ingreso,-34.633299,-58.468594,2020,3,6,22,True
Interna,-34.579632000000004,-58.427733,2020,4,18,4,False
Ingreso,-34.588796,-58.38152,2021,5,6,8,True
Ingreso,-34.588796,-58.38152,2020,9,14,21,False
Interna,-34.60855,-58.372951,2021,8,12,10,False
Interna,-34.633299,-58.468594,2022,2,2,0,False
Interna,-34.579632,-58.427733,2020,8,15,2,False
Interna,-34.60855,-58.372951,2020,6,27,9,True
Egreso,-34.588796,-58.38152,2020,12,19,11,True
Interna,,,2021,11,28,5,False
Egreso,-34.633299,-58.468594,2021,8,3,6,False
Ingreso,-34.633299,-58.468594,2022,1,3,5,True
Egreso,-34.588796,-58.38152,2021,1,1,19,False
Egreso,-34.633299,-58.468594,2020,6,8,11,True
Egreso,-34.633299,-58.468594,2020,12,27,3,False
Ingreso,-34.588796,-58.38152,2021,1,9,5,False
Egreso,-34.588796,-58.38152,2021,6,26,9,False
Egreso,-34.579632,-58.427733,2020,9,28,7,False
Interna,-34.60855,-58.372951,2020,8,18,1,False
Ingreso,-34.588796,-58.38152,2021,1,2,11,False
Egreso,-34.588796,-58.38152,2021,8,6,0,False
Interna,-34.633299,-58.468594,2021,6,16,6,False
Ingreso,-34.588796,-58.38152,2020,6,3,3,False
Ingreso,-34.588796,-58.38152,2022,2,19,11,True
Egreso,-34.588796,-58.38152,2021,10,14,3,False
Interna,-34.633299,-58.468594,2022,1,8,19,False
Interna,-34.579632,-58.427733,2021,10,5,16,True
Egreso,-34.579632,-58.427733,2022,3,6,4,False
