SENTIDO,LATITUD,LONGITUD,anio,mes,dia,hr,greater_mean
Interna,-34.588796,-58.38152,2021,10,1,16,True
Ingreso,-34.633299,-58.468594,2022,1,12,22,False
Egreso,-34.633299,-58.468594,2021,9,11,14,True
Ingreso,-34.633299,-58.468594,2021,2,17,5,False
Egreso,-34.633299,-58.468594,2021,6,28,10,True
Ingreso,-34.633299,-58.468594,2020,11,1,17,True
Interna,-34.579632,-58.427733,2020,8,28,0,False
Egreso,-34.633299,-58.468594,2022,2,6,22,True
Interna,-34.633299,-58.468594,2021,10,28,4,False
Ingreso,-34.633299,-58.468594,2021,9,25,12,True
Ingreso,-34.633299,-58.468594,2020,5,23,21,False
Interna,-34.53698,-58.470968,2020,11,16,4,False
Interna,-34.53698,-58.470968,2022,2,23,12,True
Interna,-34.588796,-58.38152,2020,4,7,23,False
Interna,-34.618036,-58.410236,2021,4,14,9,True
Egreso,-34.588796,-58.38152,2020,4,9,6,False
Interna,-34.618036,-58.410236,2021,1,17,17,True
Interna,-34.633299,-58.468594,2021,11,24,22,False
Egreso,-34.588796,-58.38152,2020,12,17,15,True
Interna,-34.579632,-58.427733,2022,2,23,1,False
Interna,-34.633299,-58.468594,2021,1,4,19,False
Egreso,-34.633299,-58.468594,2020,8,15,9,False
Interna,-34.53698,-58.470968,2021,11,6,1,False
Interna,-34.53698,-58.470968,2020,8,9,16,False
Interna,-34.588796,-58.38152,2020,4,24,19,False
Ingreso,-34.588796,-58.38152,2021,6,21,23,False
Ingreso,-34.588796,-58.38152,2020,5,24,3,False
Interna,-34.633299,-58.468594,2020,10,14,6,False
Egreso,-34.588796,-58.38152,2021,8,1,9,False
Ingreso,-34.588796,-58.38152,2021,1,29,21,False
Ingreso,-34.633299,-58.468594,2020,3,21,4,False
Ingreso,-34.633299,-58.468594,2020,5,18,16,True
Egreso,-34.633299,-58.468594,2020,6,19,23,False
Egreso,-34.588796,-58.38152,2020,12,25,3,False
Interna,-34.53698,-58.470968,2022,3,8,8,True
Interna,-34.633299,-58.468594,2020,4,12,12,False
Interna,-34.579632,-58.427733,2020,11,15,22,True
Ingreso,-34.588796,-58.38152,2020,11,24,12,True
Interna,-34.53698,-58.470968,2022,2,19,8,True
Interna,-34.633299,-58.468594,2020,12,16,18,False
Ingreso,-34.588796,-58.38152,2021,4,2,3,False
Interna,-34.579632,-58.427733,2021,10,3,7,False
Ingreso,-34.588796,-58.38152,2021,10,13,14,True
Interna,-34.633299,-58.468594,2021,2,13,2,False
Interna,-34.633299,-58.468594,2020,6,17,6,False
Egreso,-34.588796,-58.38152,2021,12,29,23,False
Ingreso,-34.633299,-58.468594,2020,11,22,19,True
Interna,-34.53698,-58.470968,2022,2,9,12,True
Interna,-34.579632,-58.427733,2020,11,24,2,False
Egreso,-34.579632,-58.427733,2021,11,18,21,False
Interna,-34.588796,-58.38152,2020,10,4,19,False
Egreso,-34.633299,-58.468594,2021,7,5,0,False
Ingreso,-34.588796,-58.38152,2021,7,9,21,False
Interna,-34.60855,-58.372951,2020,6,30,19,True
Interna,-34.618036,-58.410236,2021,7,16,5,False
Interna,-34.53698,-58.470968,2022,2,2,21,True
Egreso,-34.588796,-58.38152,2022,3,7,10,True
Ingreso,-34.633299,-58.468594,2021,2,24,14,True
Interna,-34.60855,-58.372951,2020,8,16,20,False
Ingreso,-34.588796,-58.38152,2021,7,26,16,True
Egreso,-34.579632,-58.427733,2020,8,13,7,False
Ingreso,-34.633299,-58.468594,2021,10,29,21,True
Interna,-34.633299,-58.468594,2020,12,26,16,False
Interna,-34.588796,-58.38152,2021,6,28,13,True
Interna,-34.53698,-58.470968,2021,3,5,1,False
Egreso,-34.588796,-58.38152,2021,6,24,23,False
Egreso,-34.633299,-58.468594,2022,2,3,19,True
Ingreso,-34.633299,-58.468594,2021,10,19,3,False
Egreso,-34.633299,-58.468594,2021,7,11,18,True
Interna,-34.633299,-58.468594,2021,10,23,6,False
Interna,-34.618036,-58.410236,2021,1,23,4,False
Interna,-34.53698,-58.470968,2022,1,17,15,True
Interna,-34.588796,-58.38152,2021,9,1,1,False
Ingreso,-34.588796,-58.38152,2022,3,4,9,True
Ingreso,-34.588796,-58.38152,2020,8,30,23,False
Interna,-34.618036,-58.410236,2020,3,25,3,False
Interna,-34.618036,-58.410236,2020,3,23,2,False
Interna,-34.53698,-58.470968000000006,2020,6,30,18,True
Ingreso,-34.588796,-58.38152,2020,3,22,10,False
Egreso,-34.633299,-58.468594,2021,2,1,12,True
Interna,-34.53698,-58.470968,2020,7,26,20,False
Egreso,-34.633299,-58.468594,2021,10,12,13,True
Interna,-34.579632,-58.427733,2022,3,10,23,True
Ingreso,-34.588796,-58.38152,2020,5,24,0,False
Interna,-34.60855,-58.372951,2020,11,19,0,False
Interna,-34.588796,-58.38152,2020,7,24,21,False
Interna,-34.53698,-58.470968,2020,10,31,7,False
Egreso,-34.633299,-58.468594,2021,10,26,15,True
Interna,-34.588796,-58.38152,2021,6,29,18,True
Egreso,-34.588796,-58.38152,2022,1,14,17,True
Interna,-34.588796,-58.38152,2021,7,19,19,False
Interna,-34.633299,-58.468594,2021,12,21,15,False
Interna,-34.53698,-58.470968,2020,11,25,7,False
Ingreso,-34.633299,-58.468594,2021,11,3,13,True
Interna,-34.633299,-58.468594,2021,11,11,18,False
Interna,-34.618036,-58.410236,2020,12,8,18,True
Interna,-34.633299,-58.468594,2021,10,3,3,False
Ingreso,-34.633299,-58.468594,2021,9,29,10,True
Ingreso,-34.588796,-58.38152,2021,12,15,14,True
Interna,-34.60855,-58.372951,2021,10,26,22,False
Egreso,-34.579632,-58.427733,2021,10,19,9,False
Egreso,-34.588796,-58.38152,2020,6,27,13,False
Ingreso,-34.588796,-58.38152,2021,10,10,3,False
Egreso,-34.633299,-58.468594,2021,12,11,22,True
Ingreso,-34.633299,-58.468594,2020,4,29,5,True
Interna,-34.579632,-58.427733,2020,11,16,14,True
Ingreso,-34.633299,-58.468594,2021,10,16,14,True
Interna,-34.53698,-58.470968,2021,5,20,1,False
Egreso,-34.588796,-58.38152,2020,7,22,23,False
Egreso,-34.633299,-58.468594,2020,7,28,19,True
Interna,-34.579632,-58.427733,2021,4,20,0,False
Egreso,-34.588796,-58.38152,2021,8,27,1,False
Egreso,-34.579632,-58.427733,2020,7,15,2,False
Interna,-34.60855,-58.372951,2021,4,19,22,False
Ingreso,-34.588796,-58.38152,2021,2,12,23,False
Interna,-34.618036,-58.410236,2021,9,3,20,False
Interna,-34.60855,-58.372951,2022,3,4,16,True
Egreso,-34.579632,-58.427733,2020,11,28,13,False
Ingreso,-34.633299,-58.468594,2021,2,23,4,False
Interna,-34.579632000000004,-58.427733,2020,3,15,5,True
Interna,-34.53698,-58.470968,2020,12,31,0,False
Interna,-34.60855,-58.372951,2020,7,23,18,True
Interna,-34.53698,-58.470968,2021,1,31,10,False
Interna,-34.579632,-58.427733,2021,10,4,18,True
Interna,-34.53698,-58.470968,2020,11,9,13,True
Interna,-34.618036,-58.410236,2022,2,1,3,False
Interna,-34.579632,-58.427733,2022,2,20,3,False
Interna,-34.618036,-58.410236,2021,3,16,2,False
Ingreso,-34.633299,-58.468594,2020,11,29,15,True
Interna,-34.53698,-58.470968000000006,2020,3,31,0,False
Egreso,-34.588796,-58.38152,2020,4,4,3,False
Egreso,-34.588796,-58.38152,2020,10,27,16,True
Egreso,-34.579632,-58.427733,2021,8,3,16,False
Egreso,-34.588796,-58.38152,2020,5,4,6,True
Ingreso,-34.633299,-58.468594,2021,7,21,22,False
Ingreso,-34.633299,-58.468594,2021,12,8,2,False
Interna,-34.618036,-58.410236,2020,4,3,5,False
Ingreso,-34.633299,-58.468594,2021,8,5,9,True
Interna,-34.60855,-58.372951,2021,11,30,10,False
Egreso,-34.633299,-58.468594,2021,9,29,11,True
Interna,-34.579632,-58.427733,2021,1,3,8,False
Interna,-34.60855,-58.372951,2021,3,23,13,True
Interna,-34.633299,-58.468594,2021,11,24,13,False
Ingreso,-34.588796,-58.38152,2020,7,5,11,False
Ingreso,-34.633299,-58.468594,2022,1,6,15,True
Interna,-34.618036,-58.410236,2021,7,29,23,False
Egreso,-34.588796,-58.38152,2020,9,9,14,True
Interna,-34.60855,-58.372951,2021,3,23,19,True
Interna,,,2021,12,19,12,False
Interna,-34.633299,-58.468594,2021,2,7,19,False
Ingreso,-34.633299,-58.468594,2020,10,27,9,True
Interna,-34.579632,-58.427733,2020,8,25,0,False
Interna,-34.618036,-58.410236,2022,1,24,3,False
Interna,-34.633299,-58.468594,2021,9,22,13,False
Egreso,-34.588796,-58.38152,2021,8,4,8,True
Egreso,-34.579632000000004,-58.427733,2020,5,11,5,False
Interna,-34.579632000000004,-58.427733,2020,4,7,12,True
Ingreso,-34.588796,-58.38152,2021,8,16,15,True
Interna,-34.60855,-58.372951,2021,9,19,4,False
Egreso,-34.588796,-58.38152,2021,2,10,6,False
Egreso,-34.579632,-58.427733,2021,1,27,19,False
Interna,-34.618036,-58.410236,2020,9,21,20,True
Interna,-34.60855,-58.372951,2021,6,15,17,True
Interna,-34.618036,-58.410236,2021,12,25,13,False
Interna,-34.53698,-58.470968,2021,3,2,18,True
Interna,,,2021,5,6,19,False
Interna,-34.579632,-58.427733,2021,10,28,2,False
Ingreso,-34.588796,-58.38152,2021,10,23,10,True
Egreso,-34.588796,-58.38152,2021,1,25,15,True
Interna,,,2021,11,29,4,False
Egreso,-34.579632,-58.427733,2020,12,12,18,False
Ingreso,-34.588796,-58.38152,2021,2,18,10,True
Interna,-34.588796,-58.38152,2020,10,27,12,True
Interna,-34.60855,-58.372951,2021,5,12,17,True
Ingreso,-34.588796,-58.38152,2021,11,20,18,True
Egreso,-34.588796,-58.38152,2021,7,27,5,False
Ingreso,-34.588796,-58.38152,2020,9,20,4,False
Interna,-34.588796,-58.38152,2020,8,8,18,False
Egreso,-34.588796,-58.38152,2022,2,16,18,True
Ingreso,-34.588796,-58.38152,2020,10,26,19,False
Interna,-34.60855,-58.372951,2021,11,30,6,False
Interna,-34.53698,-58.470968,2021,6,29,14,True
Interna,-34.53698,-58.470968,2020,9,28,15,False
Egreso,-34.633299,-58.468594,2020,10,20,2,False
Egreso,-34.633299,-58.468594,2021,5,22,11,False
Ingreso,-34.633299,-58.468594,2020,4,14,21,False
Egreso,-34.633299,-58.468594,2021,2,8,22,False
Interna,-34.579632,-58.427733,2021,5,23,9,False
Ingreso,-34.633299,-58.468594,2021,12,3,14,True
Egreso,-34.633299,-58.468594,2020,4,26,6,False
Egreso,-34.588796,-58.38152,2022,2,12,21,False
Egreso,-34.633299,-58.468594,2021,12,25,8,False
Ingreso,-34.633299,-58.468594,2021,8,23,10,True
Interna,-34.618036,-58.410236,2021,3,2,5,False
Interna,-34.53698,-58.470968000000006,2020,4,30,9,False
Egreso,-34.579632,-58.427733,2022,1,31,19,False
Interna,-34.633299,-58.468594,2020,3,6,15,False
Egreso,-34.579632,-58.427733,2021,1,13,2,False
Interna,-34.60855,-58.372951,2021,1,14,12,True
Interna,-34.633299,-58.468594,2022,2,1,19,False
Interna,-34.60855,-58.372951,2022,1,11,12,False
Egreso,-34.579632,-58.427733,2020,7,7,6,False
Interna,-34.60855,-58.372951,2020,7,19,2,False
Interna,-34.588796,-58.38152,2021,10,7,7,True
Interna,-34.633299,-58.468594,2022,1,7,4,False
Egreso,-34.633299,-58.468594,2021,12,3,14,True
Ingreso,-34.633299,-58.468594,2021,9,5,4,False
Egreso,-34.579632000000004,-58.427733,2020,5,25,22,False
Interna,-34.579632,-58.427733,2021,11,7,12,True
Interna,-34.579632,-58.427733,2022,2,6,19,False
Egreso,-34.579632,-58.427733,2021,7,9,13,False
Interna,-34.618036,-58.410236,2020,11,24,12,True
Egreso,-34.633299,-58.468594,2020,10,1,3,False
Interna,-34.579632,-58.427733,2021,10,2,14,True
Interna,-34.633299,-58.468594,2020,10,1,9,False
Ingreso,-34.633299,-58.468594,2020,11,27,19,True
Egreso,-34.579632,-58.427733,2020,10,11,9,False
Egreso,-34.579632,-58.427733,2020,7,13,21,False
Interna,-34.618036,-58.410236,2021,6,1,17,True
Interna,-34.618036,-58.410236,2020,8,2,6,False
Egreso,-34.588796,-58.38152,2021,5,17,4,False
Ingreso,-34.588796,-58.38152,2021,12,31,15,False
Egreso,-34.588796,-58.38152,2021,11,15,10,True
Interna,-34.579632,-58.427733,2021,9,24,4,False
Ingreso,-34.588796,-58.38152,2020,7,24,9,True
Interna,-34.579632,-58.427733,2020,7,25,2,False
Ingreso,-34.588796,-58.38152,2020,12,20,14,False
Egreso,-34.588796,-58.38152,2021,12,7,15,True
Interna,-34.60855,-58.372951,2020,6,13,13,True
Ingreso,-34.588796,-58.38152,2021,7,26,22,False
Ingreso,-34.633299,-58.468594,2020,9,24,15,True
Egreso,-34.588796,-58.38152,2021,9,2,18,True
Interna,-34.618036,-58.410236,2022,1,4,4,False
Interna,-34.53698,-58.470968,2020,8,1,23,False
Egreso,-34.633299,-58.468594,2021,11,2,9,True
Interna,-34.588796,-58.38152,2021,6,19,22,False
Egreso,-34.633299,-58.468594,2020,12,20,21,True
Egreso,-34.633299,-58.468594,2022,1,27,0,False
Egreso,-34.588796,-58.38152,2021,1,15,14,True
Interna,-34.60855,-58.372951,2021,5,30,20,False
Egreso,-34.588796,-58.38152,2021,8,15,23,False
Egreso,-34.579632,-58.427733,2021,10,6,17,False
Egreso,-34.579632,-58.427733,2020,10,16,19,False
Egreso,-34.633299,-58.468594,2021,5,12,19,True
Interna,,,2021,5,18,15,False
Interna,-34.53698,-58.470968,2021,11,21,3,False
Interna,-34.618036,-58.410236,2021,4,10,16,True
Interna,-34.633299,-58.468594,2020,7,25,19,False
Interna,-34.588796,-58.38152,2020,7,14,8,True
Egreso,-34.579632,-58.427733,2021,9,18,13,False
Egreso,-34.579632,-58.427733,2021,5,11,8,False
Egreso,-34.588796,-58.38152,2021,1,6,2,False
Egreso,-34.633299,-58.468594,2020,4,6,23,False
Ingreso,-34.588796,-58.38152,2020,12,1,10,True
Egreso,-34.579632,-58.427733,2021,6,15,10,False
Interna,-34.633299,-58.468594,2020,11,11,22,False
Egreso,-34.588796,-58.38152,2020,3,30,0,False
Interna,-34.588796,-58.38152,2021,9,22,3,False
Egreso,-34.588796,-58.38152,2020,12,29,6,False
Interna,-34.53698,-58.470968,2020,10,22,6,False
Interna,-34.618036,-58.410236,2020,12,17,3,False
Ingreso,-34.588796,-58.38152,2020,12,18,9,True
Egreso,-34.633299,-58.468594,2021,4,16,13,True
Egreso,-34.588796,-58.38152,2020,7,7,11,True
Egreso,-34.588796,-58.38152,2020,3,24,11,False
Egreso,-34.588796,-58.38152,2021,9,1,6,False
Interna,-34.633299,-58.468594,2021,12,15,13,False
Interna,-34.579632,-58.427733,2021,10,1,3,False
Egreso,-34.588796,-58.38152,2022,2,28,18,True
Interna,-34.618036,-58.410236,2021,11,8,19,True
Interna,-34.618036,-58.410236,2020,6,28,3,False
Ingreso,-34.633299,-58.468594,2022,2,4,7,True
Interna,-34.579632,-58.427733,2021,4,15,17,True
Egreso,-34.588796,-58.38152,2021,4,27,15,True
Egreso,-34.579632,-58.427733,2021,3,16,13,False
Egreso,-34.633299,-58.468594,2020,3,31,22,False
Egreso,-34.588796,-58.38152,2021,5,22,0,False
Interna,-34.60855,-58.372951,2021,11,7,1,False
Ingreso,-34.633299,-58.468594,2020,9,15,20,False
Egreso,-34.633299,-58.468594,2020,11,10,19,True
Interna,-34.579632000000004,-58.427733,2020,6,2,18,True
Ingreso,-34.633299,-58.468594,2021,11,19,11,True
Egreso,-34.579632,-58.427733,2021,7,9,22,False
Interna,-34.588796,-58.38152,2021,6,16,15,True
Ingreso,-34.633299,-58.468594,2020,10,10,13,True
Interna,-34.588796,-58.38152,2021,2,24,6,True
Egreso,-34.633299,-58.468594,2021,9,2,8,True
Egreso,-34.633299,-58.468594,2022,2,7,23,False
Ingreso,-34.633299,-58.468594,2020,8,3,9,True
Interna,-34.618036,-58.410236,2021,9,3,5,False
Interna,-34.618036,-58.410236,2020,6,8,19,True
Egreso,-34.633299,-58.468594,2021,4,23,9,True
Interna,-34.588796,-58.38152,2020,11,28,5,False
Ingreso,-34.633299,-58.468594,2021,6,13,16,True
Egreso,-34.633299,-58.468594,2020,8,5,16,True
Egreso,-34.579632000000004,-58.427733,2020,5,29,8,False
Interna,-34.53698,-58.470968,2021,1,14,16,True
Interna,-34.60855,-58.372951,2020,9,15,2,False
Interna,-34.588796,-58.38152,2022,2,27,18,False
Interna,-34.633299,-58.468594,2021,2,19,2,False
Interna,-34.60855,-58.372951,2021,11,8,7,True
Ingreso,-34.633299,-58.468594,2021,8,26,0,False
Egreso,-34.588796,-58.38152,2020,10,7,9,True
Interna,-34.53698,-58.470968,2020,7,20,10,False
Interna,-34.53698,-58.470968,2020,11,3,1,False
Egreso,-34.633299,-58.468594,2021,10,11,1,False
Interna,-34.633299,-58.468594,2020,8,22,21,False
Egreso,-34.579632,-58.427733,2020,8,14,6,False
Interna,-34.588796,-58.38152,2021,11,27,2,False
Egreso,-34.633299,-58.468594,2021,11,19,5,False
Interna,-34.53698,-58.470968,2022,2,18,10,True
Ingreso,-34.633299,-58.468594,2021,6,18,13,True
Interna,-34.60855,-58.372951,2021,7,31,20,False
Interna,-34.579632,-58.427733,2021,1,23,8,True
Egreso,-34.579632,-58.427733,2020,7,5,9,False
Interna,-34.618036,-58.410236,2022,2,26,15,False
Egreso,-34.579632,-58.427733,2021,9,18,9,False
Interna,-34.633299,-58.468594,2021,2,4,12,False
Interna,-34.633299,-58.468594,2021,12,3,20,False
Interna,-34.53698,-58.470968,2021,11,21,19,True
Egreso,-34.579632,-58.427733,2022,1,27,18,False
Egreso,-34.579632,-58.427733,2021,3,10,7,False
Interna,-34.60855,-58.372951,2021,11,12,11,False
Ingreso,-34.588796,-58.38152,2021,3,24,17,True
Egreso,-34.633299,-58.468594,2021,7,27,4,False
Interna,,,2022,2,10,21,False
Interna,-34.579632,-58.427733,2020,9,19,9,True
Egreso,-34.579632,-58.427733,2020,11,4,22,False
Interna,-34.588796,-58.38152,2022,1,26,18,True
Egreso,-34.588796,-58.38152,2020,3,5,23,True
Interna,-34.53698,-58.470968,2021,12,23,18,False
Interna,-34.53698,-58.470968,2021,3,6,15,False
Interna,-34.60855,-58.372951,2021,12,21,6,False
Egreso,-34.588796,-58.38152,2021,1,17,7,False
Ingreso,-34.633299,-58.468594,2021,2,23,0,False
Interna,-34.60855,-58.372951,2021,6,29,0,False
Interna,-34.633299,-58.468594,2021,4,9,8,False
Interna,-34.633299,-58.468594,2022,2,3,17,False
Interna,-34.588796,-58.38152,2022,2,21,12,True
Ingreso,-34.633299,-58.468594,2020,7,5,14,False
Ingreso,-34.633299,-58.468594,2021,4,13,8,True
Egreso,-34.579632000000004,-58.427733,2020,3,21,5,False
Egreso,-34.633299,-58.468594,2020,11,1,22,False
Interna,-34.618036,-58.410236,2020,11,26,9,True
Interna,-34.53698,-58.470968,2021,1,6,16,True
Ingreso,-34.633299,-58.468594,2020,12,27,22,True
Interna,,,2020,4,24,12,False
Interna,-34.53698,-58.470968000000006,2020,6,12,10,True
Egreso,-34.579632,-58.427733,2021,1,25,9,False
Egreso,-34.588796,-58.38152,2021,7,28,15,True
Interna,-34.618036,-58.410236,2021,9,18,23,False
Interna,-34.633299,-58.468594,2022,1,25,17,False
Egreso,-34.579632,-58.427733,2021,1,10,11,False
Interna,-34.588796,-58.38152,2022,1,13,11,True
Egreso,-34.633299,-58.468594,2020,10,24,9,True
Interna,-34.588796,-58.38152,2021,1,24,2,False
Egreso,-34.579632,-58.427733,2020,10,28,19,False
Interna,-34.60855,-58.372951,2020,3,15,9,False
Egreso,-34.588796,-58.38152,2021,3,29,6,False
Egreso,-34.633299,-58.468594,2021,6,18,10,True
Interna,-34.53698,-58.470968,2021,1,27,23,False
Ingreso,-34.588796,-58.38152,2021,7,26,19,True
Egreso,-34.579632000000004,-58.427733,2020,3,28,7,False
Interna,-34.60855,-58.372951,2022,1,19,0,False
Egreso,-34.579632,-58.427733,2021,6,23,0,False
Egreso,-34.579632,-58.427733,2021,8,20,13,False
Interna,-34.579632,-58.427733,2022,2,10,9,False
Ingreso,-34.633299,-58.468594,2020,11,19,0,False
Interna,-34.588796,-58.38152,2020,6,9,16,True
Ingreso,-34.588796,-58.38152,2020,7,14,3,False
Egreso,-34.579632,-58.427733,2021,2,27,9,False
Interna,,,2021,11,10,5,False
Interna,-34.633299,-58.468594,2021,2,13,0,False
Egreso,-34.579632,-58.427733,2022,3,2,17,False
Interna,-34.618036,-58.410236,2021,3,23,8,True
Interna,,,2021,11,7,9,False
Ingreso,-34.588796,-58.38152,2020,8,20,21,False
Egreso,-34.579632,-58.427733,2021,6,28,3,False
Interna,-34.588796,-58.38152,2020,5,7,23,False
Egreso,-34.633299,-58.468594,2021,10,26,7,True
Interna,-34.60855,-58.372951,2020,4,1,22,False
Interna,-34.618036,-58.410236,2022,1,31,18,True
Interna,-34.633299,-58.468594,2020,10,1,19,False
Egreso,-34.633299,-58.468594,2022,2,1,20,True
Interna,,,2021,12,16,14,False
Interna,-34.618036,-58.410236,2020,7,26,4,False
Interna,-34.618036,-58.410236,2021,8,11,3,False
Interna,-34.60855,-58.372951,2020,9,22,3,False
Egreso,-34.633299,-58.468594,2021,10,6,12,True
Interna,-34.53698,-58.470968,2022,2,26,8,True
Ingreso,-34.633299,-58.468594,2021,11,28,15,True
Ingreso,-34.633299,-58.468594,2021,3,13,6,True
Interna,-34.633299,-58.468594,2020,8,30,14,False
Interna,-34.633299,-58.468594,2020,7,28,16,False
Ingreso,-34.633299,-58.468594,2020,5,30,9,False
Ingreso,-34.633299,-58.468594,2022,2,15,18,True
Ingreso,-34.633299,-58.468594,2020,6,6,16,False
Interna,-34.579632,-58.427733,2020,7,15,12,True
Egreso,-34.579632,-58.427733,2020,12,18,3,False
Interna,-34.60855,-58.372951,2021,5,22,11,False
Interna,-34.60855,-58.372951,2021,11,1,4,False
Egreso,-34.633299,-58.468594,2020,10,17,0,False
Ingreso,-34.588796,-58.38152,2021,7,5,8,True
Egreso,-34.588796,-58.38152,2022,1,9,22,False
Interna,-34.53698,-58.470968,2020,10,12,17,True
Interna,-34.633299,-58.468594,2021,10,6,13,False
Ingreso,-34.633299,-58.468594,2022,1,14,12,True
Ingreso,-34.588796,-58.38152,2022,1,8,23,False
Interna,-34.633299,-58.468594,2020,3,7,14,False
Interna,-34.60855,-58.372951,2020,6,22,23,False
Interna,-34.618036,-58.410236,2020,5,5,21,False
Egreso,-34.633299,-58.468594,2021,11,9,23,False
Ingreso,-34.588796,-58.38152,2020,6,30,14,True
Interna,-34.579632,-58.427733,2020,11,6,9,True
Interna,-34.53698,-58.470968,2022,1,17,4,False
Interna,-34.588796,-58.38152,2020,10,24,0,False
Ingreso,-34.588796,-58.38152,2020,5,17,23,False
Interna,-34.60855,-58.372951,2020,11,21,3,False
Interna,-34.53698,-58.470968,2021,11,15,1,False
Egreso,-34.588796,-58.38152,2020,11,15,0,False
Ingreso,-34.633299,-58.468594,2021,8,3,1,False
Egreso,-34.633299,-58.468594,2021,2,15,9,False
Interna,-34.53698,-58.470968000000006,2020,4,13,12,False
Egreso,-34.579632000000004,-58.427733,2020,3,31,7,False
Interna,,,2022,1,19,7,False
Egreso,-34.633299,-58.468594,2022,2,25,4,False
Ingreso,-34.588796,-58.38152,2020,4,11,8,False
Egreso,-34.633299,-58.468594,2021,3,9,9,True
Interna,-34.618036,-58.410236,2020,10,9,15,True
Interna,-34.633299,-58.468594,2021,1,19,21,False
Interna,-34.618036,-58.410236,2021,1,1,6,False
Interna,-34.588796,-58.38152,2021,7,26,17,True
Interna,-34.53698,-58.470968,2020,9,10,18,True
Ingreso,-34.633299,-58.468594,2022,2,22,11,True
Interna,-34.579632,-58.427733,2021,3,20,14,True
Egreso,-34.588796,-58.38152,2020,5,6,17,True
Egreso,-34.588796,-58.38152,2021,11,18,1,False
Egreso,-34.633299,-58.468594,2021,4,15,22,False
Interna,-34.60855,-58.372951,2020,6,21,22,False
Interna,-34.588796,-58.38152,2020,11,6,0,False
Interna,-34.618036,-58.410236,2020,3,9,5,False
Egreso,-34.579632,-58.427733,2020,8,7,11,False
Egreso,-34.588796,-58.38152,2021,3,6,17,False
Egreso,-34.633299,-58.468594,2020,6,2,12,True
Interna,-34.60855,-58.372951,2020,12,17,11,True
Interna,-34.60855,-58.372951,2020,6,25,2,False
Ingreso,-34.588796,-58.38152,2021,11,23,18,True
Ingreso,-34.588796,-58.38152,2020,6,28,4,False
Interna,-34.618036,-58.410236,2020,5,10,3,False
Interna,-34.60855,-58.372951,2021,3,20,19,False
Egreso,-34.579632,-58.427733,2020,7,23,19,False
Interna,-34.588796,-58.38152,2021,10,14,21,False
Interna,-34.60855,-58.372951,2022,2,4,18,False
Egreso,-34.588796,-58.38152,2021,6,15,10,True
Egreso,-34.633299,-58.468594,2021,2,10,1,False
Egreso,-34.579632,-58.427733,2021,8,12,19,False
Egreso,-34.588796,-58.38152,2020,9,28,21,False
Egreso,-34.579632,-58.427733,2020,7,1,22,False
Ingreso,-34.588796,-58.38152,2021,9,6,11,True
Ingreso,-34.588796,-58.38152,2021,10,18,1,False
Egreso,-34.579632,-58.427733,2021,2,2,4,False
Ingreso,-34.588796,-58.38152,2021,8,22,10,False
Egreso,-34.588796,-58.38152,2020,6,29,3,False
Interna,-34.579632,-58.427733,2020,11,9,9,True
Interna,,,2021,12,19,21,False
Ingreso,-34.633299,-58.468594,2020,3,27,18,False
Interna,-34.60855,-58.372951,2021,11,29,12,False
Egreso,-34.588796,-58.38152,2021,7,24,3,False
Egreso,-34.633299,-58.468594,2022,2,11,4,False
Egreso,-34.579632000000004,-58.427733,2020,6,1,3,False
Egreso,-34.579632000000004,-58.427733,2020,4,6,22,False
Egreso,-34.588796,-58.38152,2021,1,10,10,False
Interna,-34.53698,-58.470968,2022,2,8,3,False
Egreso,-34.579632,-58.427733,2021,5,27,17,False
Interna,-34.60855,-58.372951,2020,4,6,0,False
Egreso,-34.588796,-58.38152,2021,4,15,4,False
Interna,,,2021,12,23,1,False
Interna,-34.633299,-58.468594,2020,7,4,18,False
Egreso,-34.579632,-58.427733,2021,8,8,1,False
Interna,-34.588796,-58.38152,2021,5,13,11,True
Interna,-34.618036,-58.410236,2021,12,28,6,False
Interna,-34.633299,-58.468594,2020,4,1,3,False
Interna,-34.60855,-58.372951,2021,5,5,11,True
Interna,,,2022,2,15,14,False
Interna,-34.53698,-58.470968,2021,6,29,19,True
Interna,-34.579632,-58.427733,2022,2,22,4,False
Interna,-34.579632000000004,-58.427733,2020,5,6,23,False
Interna,-34.588796,-58.38152,2021,2,26,15,True
Interna,-34.60855,-58.372951,2021,11,3,1,False
Interna,-34.633299,-58.468594,2021,1,9,15,False
Interna,-34.618036,-58.410236,2020,4,8,0,False
Interna,-34.53698,-58.470968,2021,11,5,11,True
Interna,-34.53698,-58.470968,2021,4,19,0,False
Interna,-34.588796,-58.38152,2021,4,3,14,True
Interna,-34.633299,-58.468594,2021,6,4,0,False
Interna,-34.579632000000004,-58.427733,2020,5,10,12,True
Egreso,-34.579632,-58.427733,2022,2,19,3,False
Interna,-34.588796,-58.38152,2020,4,26,5,False
Interna,-34.579632,-58.427733,2020,11,23,10,True
Interna,-34.633299,-58.468594,2021,5,15,22,False
Ingreso,-34.633299,-58.468594,2020,9,18,12,True
Egreso,-34.633299,-58.468594,2020,6,23,14,True
Ingreso,-34.633299,-58.468594,2021,9,3,17,True
Egreso,-34.633299,-58.468594,2020,9,8,13,True
Interna,-34.618036,-58.410236,2020,9,8,15,True
Interna,-34.618036,-58.410236,2021,2,19,17,True
Interna,-34.618036,-58.410236,2021,7,2,17,False
