"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"IMPUTED"	"prop_NAs"
8	0.89341077865668	4	4	"Churn"	"Yes"	0.1
9	0.890721994374713	4	4	"Churn"	"Yes"	0.1
10	0.882769901853871	4	4	"Churn"	"Yes"	0.1
11	0.889167326123274	4	4	"Churn"	"Yes"	0.1
12	0.873590803918673	4	4	"Churn"	"Yes"	0.1
13	0.889668960996395	4	4	"Churn"	"Yes"	0.1
14	0.878312125748503	4	4	"Churn"	"Yes"	0.1
15	0.882616412736608	4	4	"Churn"	"Yes"	0.1
16	0.886630467571644	4	4	"Churn"	"Yes"	0.1
17	0.907759232954545	4	4	"Churn"	"Yes"	0.1
18	0.879344508442869	4	4	"Churn"	"Yes"	0.1
19	0.865999251497006	4	4	"Churn"	"Yes"	0.1
20	0.910962292609351	4	4	"Churn"	"Yes"	0.1
21	0.889412666907254	4	4	"Churn"	"Yes"	0.1
22	0.87148574473094	4	4	"Churn"	"Yes"	0.1
23	0.899098169589973	4	4	"Churn"	"Yes"	0.1
24	0.876625089497682	4	4	"Churn"	"Yes"	0.1
25	0.90864507832593	4	4	"Churn"	"Yes"	0.1
26	0.885608969625363	4	4	"Churn"	"Yes"	0.1
27	0.84955018939394	4	4	"Churn"	"Yes"	0.1
28	0.879104514350416	4	4	"Churn"	"Yes"	0.1
29	0.879038330742324	4	4	"Churn"	"Yes"	0.1
30	0.873890527695837	4	4	"Churn"	"Yes"	0.1
1	0.887826281304772	5	5	"Churn"	"Yes"	0.1
2	0.915668662674651	5	5	"Churn"	"Yes"	0.1
3	0.906339714343574	5	5	"Churn"	"Yes"	0.1
4	0.918113987258222	5	5	"Churn"	"Yes"	0.1
5	0.885533313156643	5	5	"Churn"	"Yes"	0.1
6	0.887949088648985	5	5	"Churn"	"Yes"	0.1
7	0.879184075009716	5	5	"Churn"	"Yes"	0.1
8	0.897357710446411	5	5	"Churn"	"Yes"	0.1
9	0.913346443788922	5	5	"Churn"	"Yes"	0.1
10	0.896332977530367	5	5	"Churn"	"Yes"	0.1
11	0.874833230706076	5	5	"Churn"	"Yes"	0.1
12	0.86318256898562	5	5	"Churn"	"Yes"	0.1
13	0.913369945301281	5	5	"Churn"	"Yes"	0.1
14	0.895999857052664	5	5	"Churn"	"Yes"	0.1
15	0.882568763624668	5	5	"Churn"	"Yes"	0.1
16	0.925254360465116	5	5	"Churn"	"Yes"	0.1
17	0.875625485814225	5	5	"Churn"	"Yes"	0.1
18	0.882294781231015	5	5	"Churn"	"Yes"	0.1
19	0.883189254039266	5	5	"Churn"	"Yes"	0.1
20	0.89747647938099	5	5	"Churn"	"Yes"	0.1
21	0.871944322461309	5	5	"Churn"	"Yes"	0.1
22	0.893306718457776	5	5	"Churn"	"Yes"	0.1
23	0.866594398846891	5	5	"Churn"	"Yes"	0.1
24	0.883739863699103	5	5	"Churn"	"Yes"	0.1
25	0.913542504692947	5	5	"Churn"	"Yes"	0.1
26	0.889550527903469	5	5	"Churn"	"Yes"	0.1
27	0.905793766994353	5	5	"Churn"	"Yes"	0.1
28	0.874245259481038	5	5	"Churn"	"Yes"	0.1
29	0.906110994089732	5	5	"Churn"	"Yes"	0.1
30	0.900309796586392	5	5	"Churn"	"Yes"	0.1
1	0.874696832579186	6	6	"Churn"	"Yes"	0.1
2	0.885608968130587	6	6	"Churn"	"Yes"	0.1
3	0.888147347454333	6	6	"Churn"	"Yes"	0.1
4	0.894384607340793	6	6	"Churn"	"Yes"	0.1
5	0.899341042703017	6	6	"Churn"	"Yes"	0.1
6	0.856785881617992	6	6	"Churn"	"Yes"	0.1
7	0.915226273720324	6	6	"Churn"	"Yes"	0.1
8	0.9133581976832	6	6	"Churn"	"Yes"	0.1
9	0.847199351297405	6	6	"Churn"	"Yes"	0.1
10	0.904819632594417	6	6	"Churn"	"Yes"	0.1
11	0.926941563369593	6	6	"Churn"	"Yes"	0.1
12	0.877168000821018	6	6	"Churn"	"Yes"	0.1
13	0.880018495128113	6	6	"Churn"	"Yes"	0.1
14	0.88044523146977	6	6	"Churn"	"Yes"	0.1
15	0.881338885555987	6	6	"Churn"	"Yes"	0.1
16	0.856260497694974	6	6	"Churn"	"Yes"	0.1
17	0.871116863905325	6	6	"Churn"	"Yes"	0.1
18	0.904168958982823	6	6	"Churn"	"Yes"	0.1
19	0.913987435328899	6	6	"Churn"	"Yes"	0.1
20	0.884549246517248	6	6	"Churn"	"Yes"	0.1
21	0.894437405731523	6	6	"Churn"	"Yes"	0.1
22	0.932105971624954	6	6	"Churn"	"Yes"	0.1
23	0.9148295221142	6	6	"Churn"	"Yes"	0.1
24	0.92098793738138	6	6	"Churn"	"Yes"	0.1
25	0.870178538433112	6	6	"Churn"	"Yes"	0.1
26	0.865603031970169	6	6	"Churn"	"Yes"	0.1
27	0.921909675020623	6	6	"Churn"	"Yes"	0.1
28	0.893523497778817	6	6	"Churn"	"Yes"	0.1
29	0.896371187363834	6	6	"Churn"	"Yes"	0.1
30	0.874342673259556	6	6	"Churn"	"Yes"	0.1
1	0.929539973316913	7	7	"Churn"	"Yes"	0.1
2	0.909939482853475	7	7	"Churn"	"Yes"	0.1
3	0.874339550139295	7	7	"Churn"	"Yes"	0.1
4	0.906668566543175	7	7	"Churn"	"Yes"	0.1
5	0.893181426849567	7	7	"Churn"	"Yes"	0.1
6	0.875488693998309	7	7	"Churn"	"Yes"	0.1
7	0.874286611277428	7	7	"Churn"	"Yes"	0.1
8	0.882427793560606	7	7	"Churn"	"Yes"	0.1
9	0.91936751497006	7	7	"Churn"	"Yes"	0.1
10	0.897244831671061	7	7	"Churn"	"Yes"	0.1
11	0.902887783448543	7	7	"Churn"	"Yes"	0.1
12	0.858945072605177	7	7	"Churn"	"Yes"	0.1
13	0.906500263751019	7	7	"Churn"	"Yes"	0.1
14	0.850502434733047	7	7	"Churn"	"Yes"	0.1
15	0.860468786532616	7	7	"Churn"	"Yes"	0.1
16	0.88473856396717	7	7	"Churn"	"Yes"	0.1
17	0.872290482303319	7	7	"Churn"	"Yes"	0.1
18	0.873073906485671	7	7	"Churn"	"Yes"	0.1
19	0.866101949371766	7	7	"Churn"	"Yes"	0.1
20	0.874655132101941	7	7	"Churn"	"Yes"	0.1
21	0.855382358334862	7	7	"Churn"	"Yes"	0.1
22	0.884075432791445	7	7	"Churn"	"Yes"	0.1
23	0.909906123020877	7	7	"Churn"	"Yes"	0.1
24	0.909239313558042	7	7	"Churn"	"Yes"	0.1
25	0.920974543182883	7	7	"Churn"	"Yes"	0.1
26	0.854224639514293	7	7	"Churn"	"Yes"	0.1
27	0.90325457537275	7	7	"Churn"	"Yes"	0.1
28	0.928075099800399	7	7	"Churn"	"Yes"	0.1
29	0.893624902837155	7	7	"Churn"	"Yes"	0.1
30	0.935638507359819	7	7	"Churn"	"Yes"	0.1
1	0.921984624329737	8	8	"Churn"	"Yes"	0.1
2	0.843867301842392	8	8	"Churn"	"Yes"	0.1
3	0.881070997239475	8	8	"Churn"	"Yes"	0.1
4	0.88864489293225	8	8	"Churn"	"Yes"	0.1
5	0.914701378254211	8	8	"Churn"	"Yes"	0.1
6	0.899070889894419	8	8	"Churn"	"Yes"	0.1
7	0.867549033712176	8	8	"Churn"	"Yes"	0.1
8	0.896924658167036	8	8	"Churn"	"Yes"	0.1
9	0.869932779146141	8	8	"Churn"	"Yes"	0.1
10	0.875512656894693	8	8	"Churn"	"Yes"	0.1
11	0.912924861973775	8	8	"Churn"	"Yes"	0.1
12	0.892601799242424	8	8	"Churn"	"Yes"	0.1
13	0.870093276331131	8	8	"Churn"	"Yes"	0.1
14	0.881698861902062	8	8	"Churn"	"Yes"	0.1
15	0.872537878787879	8	8	"Churn"	"Yes"	0.1
16	0.843696222883772	8	8	"Churn"	"Yes"	0.1
17	0.908626871716678	8	8	"Churn"	"Yes"	0.1
18	0.918848427026156	8	8	"Churn"	"Yes"	0.1
19	0.872513929859063	8	8	"Churn"	"Yes"	0.1
20	0.933642655485008	8	8	"Churn"	"Yes"	0.1
21	0.911394191297209	8	8	"Churn"	"Yes"	0.1
22	0.867326773436535	8	8	"Churn"	"Yes"	0.1
23	0.851795904665995	8	8	"Churn"	"Yes"	0.1
24	0.909245790327976	8	8	"Churn"	"Yes"	0.1
25	0.847443035068588	8	8	"Churn"	"Yes"	0.1
26	0.915083480900582	8	8	"Churn"	"Yes"	0.1
27	0.87872820012316	8	8	"Churn"	"Yes"	0.1
28	0.90500678338394	8	8	"Churn"	"Yes"	0.1
29	0.884369154263539	8	8	"Churn"	"Yes"	0.1
30	0.909830011793155	8	8	"Churn"	"Yes"	0.1
1	0.880481692034966	9	9	"Churn"	"Yes"	0.1
2	0.859605788423154	9	9	"Churn"	"Yes"	0.1
3	0.870823399963323	9	9	"Churn"	"Yes"	0.1
4	0.859720465469264	9	9	"Churn"	"Yes"	0.1
5	0.83743014441432	9	9	"Churn"	"Yes"	0.1
6	0.904749425232587	9	9	"Churn"	"Yes"	0.1
7	0.836482707307061	9	9	"Churn"	"Yes"	0.1
8	0.889906496980061	9	9	"Churn"	"Yes"	0.1
9	0.867205420474997	9	9	"Churn"	"Yes"	0.1
10	0.892727045908184	9	9	"Churn"	"Yes"	0.1
11	0.916869602246264	9	9	"Churn"	"Yes"	0.1
12	0.875777414075286	9	9	"Churn"	"Yes"	0.1
13	0.896736892872687	9	9	"Churn"	"Yes"	0.1
14	0.886600378787879	9	9	"Churn"	"Yes"	0.1
15	0.848766630200798	9	9	"Churn"	"Yes"	0.1
16	0.871508213515671	9	9	"Churn"	"Yes"	0.1
17	0.906220211161388	9	9	"Churn"	"Yes"	0.1
18	0.823294197719925	9	9	"Churn"	"Yes"	0.1
19	0.892527040314651	9	9	"Churn"	"Yes"	0.1
20	0.896874778541563	9	9	"Churn"	"Yes"	0.1
21	0.875070468698787	9	9	"Churn"	"Yes"	0.1
22	0.908470226577189	9	9	"Churn"	"Yes"	0.1
23	0.899621190380531	9	9	"Churn"	"Yes"	0.1
24	0.902130681818182	9	9	"Churn"	"Yes"	0.1
25	0.86315296592775	9	9	"Churn"	"Yes"	0.1
26	0.873047354480264	9	9	"Churn"	"Yes"	0.1
27	0.912301809475026	9	9	"Churn"	"Yes"	0.1
28	0.801951758647493	9	9	"Churn"	"Yes"	0.1
29	0.863281062676833	9	9	"Churn"	"Yes"	0.1
30	0.869429864253394	9	9	"Churn"	"Yes"	0.1
1	0.887345054389072	10	10	"Churn"	"Yes"	0.1
2	0.868469962710708	10	10	"Churn"	"Yes"	0.1
3	0.909959139467336	10	10	"Churn"	"Yes"	0.1
4	0.859905654896767	10	10	"Churn"	"Yes"	0.1
5	0.883991738554932	10	10	"Churn"	"Yes"	0.1
6	0.864958015622713	10	10	"Churn"	"Yes"	0.1
7	0.896133245030035	10	10	"Churn"	"Yes"	0.1
8	0.881252456907334	10	10	"Churn"	"Yes"	0.1
9	0.919205729166667	10	10	"Churn"	"Yes"	0.1
10	0.918628747795414	10	10	"Churn"	"Yes"	0.1
11	0.908739702789687	10	10	"Churn"	"Yes"	0.1
12	0.881966145833333	10	10	"Churn"	"Yes"	0.1
13	0.867564779620348	10	10	"Churn"	"Yes"	0.1
14	0.839007687835131	10	10	"Churn"	"Yes"	0.1
15	0.85553578602996	10	10	"Churn"	"Yes"	0.1
16	0.799577328159645	10	10	"Churn"	"Yes"	0.1
17	0.891457100591716	10	10	"Churn"	"Yes"	0.1
18	0.861439092822072	10	10	"Churn"	"Yes"	0.1
19	0.903732921740125	10	10	"Churn"	"Yes"	0.1
20	0.866877828054299	10	10	"Churn"	"Yes"	0.1
21	0.859221223791185	10	10	"Churn"	"Yes"	0.1
22	0.861381787611296	10	10	"Churn"	"Yes"	0.1
23	0.868880477915804	10	10	"Churn"	"Yes"	0.1
24	0.88740877516926	10	10	"Churn"	"Yes"	0.1
25	0.865535790696253	10	10	"Churn"	"Yes"	0.1
26	0.908975926725171	10	10	"Churn"	"Yes"	0.1
27	0.85849032570344	10	10	"Churn"	"Yes"	0.1
28	0.881686626746507	10	10	"Churn"	"Yes"	0.1
29	0.883968456287896	10	10	"Churn"	"Yes"	0.1
30	0.893868371212121	10	10	"Churn"	"Yes"	0.1
1	0.818263215290134	11	11	"Churn"	"Yes"	0.1
2	0.892485119047619	11	11	"Churn"	"Yes"	0.1
3	0.87304599640126	11	11	"Churn"	"Yes"	0.1
4	0.89131213045085	11	11	"Churn"	"Yes"	0.1
5	0.859525129342202	11	11	"Churn"	"Yes"	0.1
6	0.89272071844169	11	11	"Churn"	"Yes"	0.1
7	0.867724013179146	11	11	"Churn"	"Yes"	0.1
8	0.861613175675676	11	11	"Churn"	"Yes"	0.1
9	0.85735069380769	11	11	"Churn"	"Yes"	0.1
10	0.870501626025945	11	11	"Churn"	"Yes"	0.1
11	0.871575279662571	11	11	"Churn"	"Yes"	0.1
12	0.897674162257496	11	11	"Churn"	"Yes"	0.1
13	0.831481146304676	11	11	"Churn"	"Yes"	0.1
14	0.847580784021121	11	11	"Churn"	"Yes"	0.1
15	0.881689320628942	11	11	"Churn"	"Yes"	0.1
16	0.873296174978867	11	11	"Churn"	"Yes"	0.1
17	0.9046395173454	11	11	"Churn"	"Yes"	0.1
18	0.857217401168397	11	11	"Churn"	"Yes"	0.1
19	0.883090828924162	11	11	"Churn"	"Yes"	0.1
20	0.892488800275686	11	11	"Churn"	"Yes"	0.1
21	0.904633940389794	11	11	"Churn"	"Yes"	0.1
22	0.861905938216202	11	11	"Churn"	"Yes"	0.1
23	0.865686991215136	11	11	"Churn"	"Yes"	0.1
24	0.86545946762406	11	11	"Churn"	"Yes"	0.1
25	0.854307533688198	11	11	"Churn"	"Yes"	0.1
26	0.88062624750499	11	11	"Churn"	"Yes"	0.1
27	0.881959570484161	11	11	"Churn"	"Yes"	0.1
28	0.887801413525499	11	11	"Churn"	"Yes"	0.1
29	0.876093244852816	11	11	"Churn"	"Yes"	0.1
30	0.869624827169531	11	11	"Churn"	"Yes"	0.1
1	0.876706736506262	12	12	"Churn"	"Yes"	0.1
2	0.879850332594235	12	12	"Churn"	"Yes"	0.1
3	0.910672968050017	12	12	"Churn"	"Yes"	0.1
4	0.83623451017068	12	12	"Churn"	"Yes"	0.1
5	0.874940453367725	12	12	"Churn"	"Yes"	0.1
6	0.858436819869415	12	12	"Churn"	"Yes"	0.1
7	0.803352115024956	12	12	"Churn"	"Yes"	0.1
8	0.779155205085885	12	12	"Churn"	"Yes"	0.1
9	0.875673652694611	12	12	"Churn"	"Yes"	0.1
10	0.907699132019374	12	12	"Churn"	"Yes"	0.1
11	0.839816654466869	12	12	"Churn"	"Yes"	0.1
12	0.875004022094707	12	12	"Churn"	"Yes"	0.1
13	0.820347278090641	12	12	"Churn"	"Yes"	0.1
14	0.867252042539596	12	12	"Churn"	"Yes"	0.1
15	0.898738066655233	12	12	"Churn"	"Yes"	0.1
16	0.864025207830518	12	12	"Churn"	"Yes"	0.1
17	0.875550587515137	12	12	"Churn"	"Yes"	0.1
18	0.849166736154955	12	12	"Churn"	"Yes"	0.1
19	0.864561085972851	12	12	"Churn"	"Yes"	0.1
20	0.903533820014213	12	12	"Churn"	"Yes"	0.1
21	0.882445549242424	12	12	"Churn"	"Yes"	0.1
22	0.89264655079991	12	12	"Churn"	"Yes"	0.1
23	0.86606730413895	12	12	"Churn"	"Yes"	0.1
24	0.881084453519369	12	12	"Churn"	"Yes"	0.1
25	0.856268720581943	12	12	"Churn"	"Yes"	0.1
26	0.859310305711531	12	12	"Churn"	"Yes"	0.1
27	0.847066535562111	12	12	"Churn"	"Yes"	0.1
28	0.853700023380874	12	12	"Churn"	"Yes"	0.1
29	0.895671688920967	12	12	"Churn"	"Yes"	0.1
30	0.793446634788885	12	12	"Churn"	"Yes"	0.1
1	0.829801679675019	13	13	"Churn"	"Yes"	0.1
2	0.85257951183432	13	13	"Churn"	"Yes"	0.1
3	0.836982700654074	13	13	"Churn"	"Yes"	0.1
4	0.862081084120558	13	13	"Churn"	"Yes"	0.1
5	0.828742588177761	13	13	"Churn"	"Yes"	0.1
6	0.83498288003101	13	13	"Churn"	"Yes"	0.1
7	0.855325069567417	13	13	"Churn"	"Yes"	0.1
8	0.867276018099547	13	13	"Churn"	"Yes"	0.1
9	0.856579882421345	13	13	"Churn"	"Yes"	0.1
10	0.819896127435602	13	13	"Churn"	"Yes"	0.1
11	0.837121212121212	13	13	"Churn"	"Yes"	0.1
12	0.858726542764345	13	13	"Churn"	"Yes"	0.1
13	0.875954970908171	13	13	"Churn"	"Yes"	0.1
14	0.883724254589205	13	13	"Churn"	"Yes"	0.1
15	0.831554495996088	13	13	"Churn"	"Yes"	0.1
16	0.825363025885324	13	13	"Churn"	"Yes"	0.1
17	0.811772575250836	13	13	"Churn"	"Yes"	0.1
18	0.85727733969069	13	13	"Churn"	"Yes"	0.1
19	0.839246506986028	13	13	"Churn"	"Yes"	0.1
20	0.864467942262504	13	13	"Churn"	"Yes"	0.1
21	0.838797402369019	13	13	"Churn"	"Yes"	0.1
22	0.823887496912164	13	13	"Churn"	"Yes"	0.1
23	0.811187795554626	13	13	"Churn"	"Yes"	0.1
24	0.834488174427199	13	13	"Churn"	"Yes"	0.1
25	0.874515050167224	13	13	"Churn"	"Yes"	0.1
26	0.896331146858244	13	13	"Churn"	"Yes"	0.1
27	0.86421676023552	13	13	"Churn"	"Yes"	0.1
28	0.855480587121212	13	13	"Churn"	"Yes"	0.1
29	0.828979933110368	13	13	"Churn"	"Yes"	0.1
30	0.845628415300546	13	13	"Churn"	"Yes"	0.1
1	0.82273470492054	14	14	"Churn"	"Yes"	0.1
2	0.822000786210347	14	14	"Churn"	"Yes"	0.1
3	0.876803585308978	14	14	"Churn"	"Yes"	0.1
4	0.871057884231537	14	14	"Churn"	"Yes"	0.1
5	0.86804017131886	14	14	"Churn"	"Yes"	0.1
6	0.855925329124053	14	14	"Churn"	"Yes"	0.1
7	0.848954143201931	14	14	"Churn"	"Yes"	0.1
8	0.8718625249501	14	14	"Churn"	"Yes"	0.1
9	0.84455177545156	14	14	"Churn"	"Yes"	0.1
10	0.839747278569031	14	14	"Churn"	"Yes"	0.1
11	0.848316577039981	14	14	"Churn"	"Yes"	0.1
12	0.876666981935118	14	14	"Churn"	"Yes"	0.1
13	0.884326670334373	14	14	"Churn"	"Yes"	0.1
14	0.818318248626905	14	14	"Churn"	"Yes"	0.1
15	0.853658536585366	14	14	"Churn"	"Yes"	0.1
16	0.821357523199161	14	14	"Churn"	"Yes"	0.1
17	0.873368198331271	14	14	"Churn"	"Yes"	0.1
18	0.849979176427716	14	14	"Churn"	"Yes"	0.1
19	0.882082877994247	14	14	"Churn"	"Yes"	0.1
20	0.897778383535505	14	14	"Churn"	"Yes"	0.1
21	0.860205831903945	14	14	"Churn"	"Yes"	0.1
22	0.883910514878597	14	14	"Churn"	"Yes"	0.1
23	0.889799635701275	14	14	"Churn"	"Yes"	0.1
24	0.862865731718191	14	14	"Churn"	"Yes"	0.1
25	0.872824520233004	14	14	"Churn"	"Yes"	0.1
26	0.849061678586711	14	14	"Churn"	"Yes"	0.1
27	0.862360098720083	14	14	"Churn"	"Yes"	0.1
28	0.854565439176059	14	14	"Churn"	"Yes"	0.1
29	0.843235407089843	14	14	"Churn"	"Yes"	0.1
30	0.80578939595333	14	14	"Churn"	"Yes"	0.1
1	0.881518213572854	15	15	"Churn"	"Yes"	0.1
2	0.797467449700406	15	15	"Churn"	"Yes"	0.1
3	0.83844089991631	15	15	"Churn"	"Yes"	0.1
4	0.853467068507511	15	15	"Churn"	"Yes"	0.1
5	0.864032031297757	15	15	"Churn"	"Yes"	0.1
6	0.837465216291424	15	15	"Churn"	"Yes"	0.1
7	0.832466618934569	15	15	"Churn"	"Yes"	0.1
8	0.869963946247132	15	15	"Churn"	"Yes"	0.1
9	0.848937037461628	15	15	"Churn"	"Yes"	0.1
10	0.82778149386845	15	15	"Churn"	"Yes"	0.1
11	0.863289519027224	15	15	"Churn"	"Yes"	0.1
12	0.829622395833333	15	15	"Churn"	"Yes"	0.1
13	0.837606210648573	15	15	"Churn"	"Yes"	0.1
14	0.79380970671689	15	15	"Churn"	"Yes"	0.1
15	0.863227598682085	15	15	"Churn"	"Yes"	0.1
16	0.843195775698789	15	15	"Churn"	"Yes"	0.1
17	0.841387631975867	15	15	"Churn"	"Yes"	0.1
18	0.813322378896149	15	15	"Churn"	"Yes"	0.1
19	0.824144008056395	15	15	"Churn"	"Yes"	0.1
20	0.815500528615283	14	15	"Churn"	"Yes"	0.1
21	0.877516861123419	15	15	"Churn"	"Yes"	0.1
22	0.862095892550367	15	15	"Churn"	"Yes"	0.1
23	0.825988543976349	15	15	"Churn"	"Yes"	0.1
24	0.847872690417821	15	15	"Churn"	"Yes"	0.1
25	0.827517075638755	15	15	"Churn"	"Yes"	0.1
26	0.868924054222676	15	15	"Churn"	"Yes"	0.1
27	0.817757809157039	15	15	"Churn"	"Yes"	0.1
28	0.836659591948514	15	15	"Churn"	"Yes"	0.1
29	0.871457322276994	15	15	"Churn"	"Yes"	0.1
30	0.831482263513514	15	15	"Churn"	"Yes"	0.1
1	0.891666128302862	16	16	"Churn"	"Yes"	0.1
2	0.868736732361106	16	16	"Churn"	"Yes"	0.1
3	0.856477766313832	16	16	"Churn"	"Yes"	0.1
4	0.825406911928651	16	16	"Churn"	"Yes"	0.1
5	0.849526395173454	16	16	"Churn"	"Yes"	0.1
6	0.804017476148624	16	16	"Churn"	"Yes"	0.1
7	0.857981280040476	16	16	"Churn"	"Yes"	0.1
8	0.854452813469207	16	16	"Churn"	"Yes"	0.1
9	0.839950124101587	16	16	"Churn"	"Yes"	0.1
10	0.848428355957768	16	16	"Churn"	"Yes"	0.1
11	0.894786078035362	16	16	"Churn"	"Yes"	0.1
12	0.806539337212244	14	16	"Churn"	"Yes"	0.1
13	0.855951176321781	16	16	"Churn"	"Yes"	0.1
