"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"IMPUTED"	"prop_NAs"
18	0.906899776525457	11	11	"Churn"	"Yes"	0
19	0.935582859587994	11	11	"Churn"	"Yes"	0
20	0.923786491409442	11	11	"Churn"	"Yes"	0
21	0.878921551328652	11	11	"Churn"	"Yes"	0
22	0.929502057474744	11	11	"Churn"	"Yes"	0
23	0.925882967607106	11	11	"Churn"	"Yes"	0
24	0.918928767645509	11	11	"Churn"	"Yes"	0
25	0.911629402179335	11	11	"Churn"	"Yes"	0
26	0.870808383233533	11	11	"Churn"	"Yes"	0
27	0.906750687934054	11	11	"Churn"	"Yes"	0
28	0.894523453093812	11	11	"Churn"	"Yes"	0
29	0.903224288621473	11	11	"Churn"	"Yes"	0
30	0.90607000443066	11	11	"Churn"	"Yes"	0
1	0.891532840129917	12	12	"Churn"	"Yes"	0
2	0.896820748797323	12	12	"Churn"	"Yes"	0
3	0.89087571310723	12	12	"Churn"	"Yes"	0
4	0.883676609848485	12	12	"Churn"	"Yes"	0
5	0.926361268939394	12	12	"Churn"	"Yes"	0
6	0.911509646962233	12	12	"Churn"	"Yes"	0
7	0.896520969498911	12	12	"Churn"	"Yes"	0
8	0.92066798941799	12	12	"Churn"	"Yes"	0
9	0.948354189178198	12	12	"Churn"	"Yes"	0
10	0.895403581691297	12	12	"Churn"	"Yes"	0
11	0.907870746138735	12	12	"Churn"	"Yes"	0
12	0.921424175051186	12	12	"Churn"	"Yes"	0
13	0.891600840724316	12	12	"Churn"	"Yes"	0
14	0.885661547751383	12	12	"Churn"	"Yes"	0
15	0.88740928385595	12	12	"Churn"	"Yes"	0
16	0.917417654488923	12	12	"Churn"	"Yes"	0
17	0.908409431647812	12	12	"Churn"	"Yes"	0
18	0.930293448014166	12	12	"Churn"	"Yes"	0
19	0.883990547924974	12	12	"Churn"	"Yes"	0
20	0.845083841463415	12	12	"Churn"	"Yes"	0
21	0.923044251851002	12	12	"Churn"	"Yes"	0
22	0.898444219580066	12	12	"Churn"	"Yes"	0
23	0.858804135878489	12	12	"Churn"	"Yes"	0
24	0.890105449507389	12	12	"Churn"	"Yes"	0
25	0.886240355389292	12	12	"Churn"	"Yes"	0
26	0.908981921066513	12	12	"Churn"	"Yes"	0
27	0.892370975378788	12	12	"Churn"	"Yes"	0
28	0.897954382374046	12	12	"Churn"	"Yes"	0
29	0.916317351324737	12	12	"Churn"	"Yes"	0
30	0.902098433481412	12	12	"Churn"	"Yes"	0
1	0.89068698107139	13	13	"Churn"	"Yes"	0
2	0.906595551837133	13	13	"Churn"	"Yes"	0
3	0.891211419083846	13	13	"Churn"	"Yes"	0
4	0.894186961678731	13	13	"Churn"	"Yes"	0
5	0.892249238333863	13	13	"Churn"	"Yes"	0
6	0.915204047379274	13	13	"Churn"	"Yes"	0
7	0.870509803921569	13	13	"Churn"	"Yes"	0
8	0.883398375096992	13	13	"Churn"	"Yes"	0
9	0.86702178030303	13	13	"Churn"	"Yes"	0
10	0.877233033932136	13	13	"Churn"	"Yes"	0
11	0.867225859247136	13	13	"Churn"	"Yes"	0
12	0.887957003970971	13	13	"Churn"	"Yes"	0
13	0.906668105308589	12	13	"Churn"	"Yes"	0
14	0.897703389506668	11	13	"Churn"	"Yes"	0
15	0.889426831172888	13	13	"Churn"	"Yes"	0
16	0.903776743930723	13	13	"Churn"	"Yes"	0
