"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"IMPUTED"	"prop_NAs"
19	0.885566459385931	16	16	"Churn"	"Yes"	0
20	0.917267942416954	15	16	"Churn"	"Yes"	0
21	0.91849746317012	16	16	"Churn"	"Yes"	0
22	0.903756215231625	16	16	"Churn"	"Yes"	0
23	0.920426089806621	16	16	"Churn"	"Yes"	0
24	0.919286427145709	16	16	"Churn"	"Yes"	0
25	0.903526177517154	16	16	"Churn"	"Yes"	0
26	0.91076224044502	16	16	"Churn"	"Yes"	0
27	0.898698550840353	15	16	"Churn"	"Yes"	0
28	0.938155531270804	16	16	"Churn"	"Yes"	0
29	0.9280336684592	16	16	"Churn"	"Yes"	0
30	0.917551006435711	16	16	"Churn"	"Yes"	0
1	0.905296840958606	17	17	"Churn"	"Yes"	0
2	0.913563469866474	17	17	"Churn"	"Yes"	0
3	0.900237802488819	17	17	"Churn"	"Yes"	0
4	0.908679170974253	16	17	"Churn"	"Yes"	0
5	0.903604857070579	17	17	"Churn"	"Yes"	0
6	0.909743871874809	16	17	"Churn"	"Yes"	0
7	0.932936403260856	14	17	"Churn"	"Yes"	0
